Year,Storm_Name,Landfall_I,Landfall_ID,HURDAT_Cod,HURDAT_C_1,RMW,Month,Day,Time_UTC,Formation_,Formation1,Landfall_L,Landfall_1,Landfall_W,Landfall_P,State,SS_Categor,County_Name,STATE_NAME,STATE_ABBR,STATE_FIPS,COUNTY_FIP,FIPS,County_State_Name,,,,,,,,,,,,,,
1965,Betsy_2,229,LF2,AL031965_2,AL031965,30,9,10,400,17.60000000000,-62.70000000000,29.20000000000,-90.10000000000,115,946,LA,4,Plaquemines Parish,Louisiana,LA,22,075,22075,"Plaquemines, Louisiana",,,,,,,,,,,,,,
1965,Betsy_2,229,LF2,AL031965_2,AL031965,30,9,10,400,17.60000000000,-62.70000000000,29.20000000000,-90.10000000000,115,946,LA,4,Terrebonne Parish,Louisiana,LA,22,109,22109,"Terrebonne, Louisiana",,,,,,,,,,,,,,
1944,Great Atlantic_1,183,LF1,AL071944_1,AL071944,30,9,15,200,20.80000000000,-58.50000000000,40.90000000000,-72.20000000000,90,954,NY,2,Suffolk County,New York,NY,36,103,36103,"Suffolk, New York",,,,,,,,,,,,,,
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,9,15,400,20.80000000000,-58.50000000000,41.40000000000,-71.60000000000,85,957,RI,2,New London County,Connecticut,CT,09,011,09011,"New London, Connecticut",,,,,,,,,,,,,,
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,9,15,400,20.80000000000,-58.50000000000,41.40000000000,-71.60000000000,85,957,RI,2,Bristol County,Massachusetts,MA,25,005,25005,"Bristol, Massachusetts",,,,,,,,,,,,,,
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,9,15,400,20.80000000000,-58.50000000000,41.40000000000,-71.60000000000,85,957,RI,2,Suffolk County,New York,NY,36,103,36103,"Suffolk, New York",,,,,,,,,,,,,,
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,9,15,400,20.80000000000,-58.50000000000,41.40000000000,-71.60000000000,85,957,RI,2,Bristol County,Rhode Island,RI,44,001,44001,"Bristol, Rhode Island",,,,,,,,,,,,,,
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,9,15,400,20.80000000000,-58.50000000000,41.40000000000,-71.60000000000,85,957,RI,2,Kent County,Rhode Island,RI,44,003,44003,"Kent, Rhode Island",,,,,,,,,,,,,,
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,9,15,400,20.80000000000,-58.50000000000,41.40000000000,-71.60000000000,85,957,RI,2,Newport County,Rhode Island,RI,44,005,44005,"Newport, Rhode Island",,,,,,,,,,,,,,
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,9,15,400,20.80000000000,-58.50000000000,41.40000000000,-71.60000000000,85,957,RI,2,Providence County,Rhode Island,RI,44,007,44007,"Providence, Rhode Island",,,,,,,,,,,,,,
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,9,15,400,20.80000000000,-58.50000000000,41.40000000000,-71.60000000000,85,957,RI,2,Washington County,Rhode Island,RI,44,009,44009,"Washington, Rhode Island",,,,,,,,,,,,,,
1945,Homestead,188,LF1,AL091945,AL091945,10,9,15,1930,19.00000000000,-58.50000000000,25.30000000000,-80.30000000000,115,949,FL,4,Miami-Dade County,Florida,FL,12,086,12086,"Miami-Dade, Florida",,,,,,,,,,,,,,
1945,Homestead,188,LF1,AL091945,AL091945,10,9,15,1930,19.00000000000,-58.50000000000,25.30000000000,-80.30000000000,115,949,FL,4,Monroe County,Florida,FL,12,087,12087,"Monroe, Florida",,,,,,,,,,,,,,
1919,Florida Keys_1,138,LF1,AL021919_1,AL021919,15,9,10,700,17.10000000000,-64.80000000000,24.60000000000,-82.90000000000,130,927,FL,4,Monroe County,Florida,FL,12,087,12087,"Monroe, Florida",,,,,,,,,,,,,,
1919,Florida Keys_2,139,LF2,AL021919_2,AL021919,35,9,14,2100,17.10000000000,-64.80000000000,27.20000000000,-97.30000000000,100,950,TX,3,Kenedy County,Texas,TX,48,261,48261,"Kenedy, Texas",,,,,,,,,,,,,,
1919,Florida Keys_2,139,LF2,AL021919_2,AL021919,35,9,14,2100,17.10000000000,-64.80000000000,27.20000000000,-97.30000000000,100,950,TX,3,Kleberg County,Texas,TX,48,273,48273,"Kleberg, Texas",,,,,,,,,,,,,,
1919,Florida Keys_2,139,LF2,AL021919_2,AL021919,35,9,14,2100,17.10000000000,-64.80000000000,27.20000000000,-97.30000000000,100,950,TX,3,Nueces County,Texas,TX,48,355,48355,"Nueces, Texas",,,,,,,,,,,,,,
2004,Frances,287,LF1,AL062004,AL062004,30,9,5,430,11.50000000000,-39.80000000000,27.20000000000,-80.20000000000,90,960,FL,2,Indian River County,Florida,FL,12,061,12061,"Indian River, Florida",,,,,,,,,,,,,,
2004,Frances,287,LF1,AL062004,AL062004,30,9,5,430,11.50000000000,-39.80000000000,27.20000000000,-80.20000000000,90,960,FL,2,Martin County,Florida,FL,12,085,12085,"Martin, Florida",,,,,,,,,,,,,,
2004,Frances,287,LF1,AL062004,AL062004,30,9,5,430,11.50000000000,-39.80000000000,27.20000000000,-80.20000000000,90,960,FL,2,Palm Beach County,Florida,FL,12,099,12099,"Palm Beach, Florida",,,,,,,,,,,,,,
2004,Frances,287,LF1,AL062004,AL062004,30,9,5,430,11.50000000000,-39.80000000000,27.20000000000,-80.20000000000,90,960,FL,2,St. Lucie County,Florida,FL,12,111,12111,"St. Lucie, Florida",,,,,,,,,,,,,,
1979,Frederic,248,FL1,AL111979,AL111979,20,9,13,0,11.50000000000,-36.00000000000,30.20000000000,-88.20000000000,110,946,AL,3,Baldwin County,Alabama,AL,01,003,01003,"Baldwin, Alabama",,,,,,,,,,,,,,
1979,Frederic,248,LF1,AL111979,AL111979,20,9,13,0,11.50000000000,-36.00000000000,30.20000000000,-88.20000000000,110,946,AL,3,Mobile County,Alabama,AL,01,097,01097,"Mobile, Alabama",,,,,,,,,,,,,,
1979,Frederic,248,LF1,AL111979,AL111979,20,9,13,0,11.50000000000,-36.00000000000,30.20000000000,-88.20000000000,110,946,AL,3,Jackson County,Mississippi,MS,28,059,28059,"Jackson, Mississippi",,,,,,,,,,,,,,
2005,Rita,295,LF1,AL182005,AL182005,20,9,24,740,22.20000000000,-72.30000000000,29.70000000000,-93.70000000000,100,937,LA,3,Cameron Parish,Louisiana,LA,22,023,22023,"Cameron, Louisiana",,,,,,,,,,,,,,
2005,Rita,295,LF1,AL182005,AL182005,20,9,24,740,22.20000000000,-72.30000000000,29.70000000000,-93.70000000000,100,937,LA,3,Jefferson County,Texas,TX,48,245,48245,"Jefferson, Texas",,,,,,,,,,,,,,
1999,Floyd,280,LF1,AL081999,AL081999,35,9,16,630,15.30000000000,-48.20000000000,33.80000000000,-78.00000000000,90,956,NC,2,Brunswick County,North Carolina,NC,37,019,37019,"Brunswick, North Carolina",,,,,,,,,,,,,,
1999,Floyd,280,LF1,AL081999,AL081999,35,9,16,630,15.30000000000,-48.20000000000,33.80000000000,-78.00000000000,90,956,NC,2,New Hanover County,North Carolina,NC,37,129,37129,"New Hanover, North Carolina",,,,,,,,,,,,,,
1999,Floyd,280,LF1,AL081999,AL081999,35,9,16,630,15.30000000000,-48.20000000000,33.80000000000,-78.00000000000,90,956,NC,2,Horry County,South Carolina,SC,45,051,45051,"Horry, South Carolina",,,,,,,,,,,,,,
1983,Alicia,250,LF1,AL031983,AL031983,10,8,18,700,27.20000000000,-91.00000000000,29.10000000000,-95.10000000000,100,962,TX,3,Brazoria County,Texas,TX,48,039,48039,"Brazoria, Texas",,,,,,,,,,,,,,
1983,Alicia,250,LF1,AL031983,AL031983,10,8,18,700,27.20000000000,-91.00000000000,29.10000000000,-95.10000000000,100,962,TX,3,Galveston County,Texas,TX,48,167,48167,"Galveston, Texas",,,,,,,,,,,,,,
2004,Jeanne,290,LF1,AL112004,AL112004,45,9,26,400,16.40000000000,-62.60000000000,27.20000000000,-80.20000000000,105,950,FL,3,Indian River County,Florida,FL,12,061,12061,"Indian River, Florida",,,,,,,,,,,,,,
2004,Jeanne,290,LF1,AL112004,AL112004,45,9,26,400,16.40000000000,-62.60000000000,27.20000000000,-80.20000000000,105,950,FL,3,Martin County,Florida,FL,12,085,12085,"Martin, Florida",,,,,,,,,,,,,,
2004,Jeanne,290,LF1,AL112004,AL112004,45,9,26,400,16.40000000000,-62.60000000000,27.20000000000,-80.20000000000,105,950,FL,3,Palm Beach County,Florida,FL,12,099,12099,"Palm Beach, Florida",,,,,,,,,,,,,,
2004,Jeanne,290,LF1,AL112004,AL112004,45,9,26,400,16.40000000000,-62.60000000000,27.20000000000,-80.20000000000,105,950,FL,3,St. Lucie County,Florida,FL,12,111,12111,"St. Lucie, Florida",,,,,,,,,,,,,,
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,8,23,1000,12.50000000000,-22.90000000000,35.80000000000,-75.60000000000,80,963,NC,1,Camden County,North Carolina,NC,37,029,37029,"Camden, North Carolina",,,,,,,,,,,,,,
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,8,23,1000,12.50000000000,-22.90000000000,35.80000000000,-75.60000000000,80,963,NC,1,Currituck County,North Carolina,NC,37,053,37053,"Currituck, North Carolina",,,,,,,,,,,,,,
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,8,23,1000,12.50000000000,-22.90000000000,35.80000000000,-75.60000000000,80,963,NC,1,Dare County,North Carolina,NC,37,055,37055,"Dare, North Carolina",,,,,,,,,,,,,,
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,8,23,1000,12.50000000000,-22.90000000000,35.80000000000,-75.60000000000,80,963,NC,1,Hyde County,North Carolina,NC,37,095,37095,"Hyde, North Carolina",,,,,,,,,,,,,,
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,8,23,1000,12.50000000000,-22.90000000000,35.80000000000,-75.60000000000,80,963,NC,1,Pasquotank County,North Carolina,NC,37,139,37139,"Pasquotank, North Carolina",,,,,,,,,,,,,,
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,8,23,1000,12.50000000000,-22.90000000000,35.80000000000,-75.60000000000,80,963,NC,1,Tyrrell County,North Carolina,NC,37,177,37177,"Tyrrell, North Carolina",,,,,,,,,,,,,,
1964,Dora,225,LF1,AL061964,AL061964,5,9,10,600,11.00000000000,-41.90000000000,29.90000000000,-81.30000000000,95,966,FL,2,St. Johns County,Florida,FL,12,109,12109,"St. Johns, Florida",,,,,,,,,,,,,,
1932,Freeport,156,LF1,AL021932,AL021932,10,8,14,400,22.00000000000,-90.30000000000,29.00000000000,-95.20000000000,130,935,TX,4,Brazoria County,Texas,TX,48,039,48039,"Brazoria, Texas",,,,,,,,,,,,,,
1932,Freeport,156,LF1,AL021932,AL021932,10,8,14,400,22.00000000000,-90.30000000000,29.00000000000,-95.20000000000,130,935,TX,4,Galveston County,Texas,TX,48,167,48167,"Galveston, Texas",,,,,,,,,,,,,,
1996,Fran,273,LF1,AL061996,AL061996,40,9,6,30,14.60000000000,-44.90000000000,33.90000000000,-78.00000000000,100,954,NC,3,Brunswick County,North Carolina,NC,37,019,37019,"Brunswick, North Carolina",,,,,,,,,,,,,,
1996,Fran,273,LF1,AL061996,AL061996,40,9,6,30,14.60000000000,-44.90000000000,33.90000000000,-78.00000000000,100,954,NC,3,New Hanover County,North Carolina,NC,37,129,37129,"New Hanover, North Carolina",,,,,,,,,,,,,,
1996,Fran,273,LF1,AL061996,AL061996,40,9,6,30,14.60000000000,-44.90000000000,33.90000000000,-78.00000000000,100,954,NC,3,Pender County,North Carolina,NC,37,141,37141,"Pender, North Carolina",,,,,,,,,,,,,,
1996,Fran,273,LF1,AL061996,AL061996,40,9,6,30,14.60000000000,-44.90000000000,33.90000000000,-78.00000000000,100,954,NC,3,Horry County,South Carolina,SC,45,051,45051,"Horry, South Carolina",,,,,,,,,,,,,,
2011,Irene,301,LF1,AL092011,AL092011,45,8,27,1200,15.00000000000,-59.00000000000,34.70000000000,-76.60000000000,75,952,NC,1,Beaufort County,North Carolina,NC,37,013,37013,"Beaufort, North Carolina",,,,,,,,,,,,,,
2011,Irene,301,LF1,AL092011,AL092011,45,8,27,1200,15.00000000000,-59.00000000000,34.70000000000,-76.60000000000,75,952,NC,1,Carteret County,North Carolina,NC,37,031,37031,"Carteret, North Carolina",,,,,,,,,,,,,,
2011,Irene,301,LF1,AL092011,AL092011,45,8,27,1200,15.00000000000,-59.00000000000,34.70000000000,-76.60000000000,75,952,NC,1,Craven County,North Carolina,NC,37,049,37049,"Craven, North Carolina",,,,,,,,,,,,,,
2011,Irene,301,LF1,AL092011,AL092011,45,8,27,1200,15.00000000000,-59.00000000000,34.70000000000,-76.60000000000,75,952,NC,1,Onslow County,North Carolina,NC,37,133,37133,"Onslow, North Carolina",,,,,,,,,,,,,,
2011,Irene,301,LF1,AL092011,AL092011,45,8,27,1200,15.00000000000,-59.00000000000,34.70000000000,-76.60000000000,75,952,NC,1,Pamlico County,North Carolina,NC,37,137,37137,"Pamlico, North Carolina",,,,,,,,,,,,,,
1995,Opal,271,LF1,AL171995,AL171995,50,10,4,2200,21.10000000000,-88.50000000000,30.30000000000,-87.10000000000,100,942,FL,3,Baldwin County,Alabama,AL,01,003,01003,"Baldwin, Alabama",,,,,,,,,,,,,,
1995,Opal,271,LF1,AL171995,AL171995,50,10,4,2200,21.10000000000,-88.50000000000,30.30000000000,-87.10000000000,100,942,FL,3,Escambia County,Florida,FL,12,033,12033,"Escambia, Florida",,,,,,,,,,,,,,
1995,Opal,271,LF1,AL171995,AL171995,50,10,4,2200,21.10000000000,-88.50000000000,30.30000000000,-87.10000000000,100,942,FL,3,Okaloosa County,Florida,FL,12,091,12091,"Okaloosa, Florida",,,,,,,,,,,,,,
1995,Opal,271,LF1,AL171995,AL171995,50,10,4,2200,21.10000000000,-88.50000000000,30.30000000000,-87.10000000000,100,942,FL,3,Santa Rosa County,Florida,FL,12,113,12113,"Santa Rosa, Florida",,,,,,,,,,,,,,
1995,Opal,271,LF1,AL171995,AL171995,50,10,4,2200,21.10000000000,-88.50000000000,30.30000000000,-87.10000000000,100,942,FL,3,Walton County,Florida,FL,12,131,12131,"Walton, Florida",,,,,,,,,,,,,,
1935,Yankee,167,LF1,AL071935,AL071935,10,11,4,1800,32.30000000000,-60.90000000000,25.90000000000,-80.10000000000,85,973,FL,2,Broward County,Florida,FL,12,011,12011,"Broward, Florida",,,,,,,,,,,,,,
1935,Yankee,167,LF1,AL071935,AL071935,10,11,4,1800,32.30000000000,-60.90000000000,25.90000000000,-80.10000000000,85,973,FL,2,Miami-Dade County,Florida,FL,12,086,12086,"Miami-Dade, Florida",,,,,,,,,,,,,,
2016,Matthew,305,LF1,AL142016,AL142016,25,10,8,1500,13.40000000000,-59.80000000000,33.00000000000,-79.50000000000,75,963,SC,1,Charleston County,South Carolina,SC,45,019,45019,"Charleston, South Carolina",,,,,,,,,,,,,,
2016,Matthew,305,LF1,AL142016,AL142016,25,10,8,1500,13.40000000000,-59.80000000000,33.00000000000,-79.50000000000,75,963,SC,1,Georgetown County,South Carolina,SC,45,043,45043,"Georgetown, South Carolina",,,,,,,,,,,,,,
1970,Celia,236,LF1,AL041970,AL041970,10,8,3,2100,21.90000000000,-84.30000000000,27.80000000000,-97.10000000000,120,944,TX,4,Aransas County,Texas,TX,48,007,48007,"Aransas, Texas",,,,,,,,,,,,,,
1970,Celia,236,LF1,AL041970,AL041970,10,8,3,2100,21.90000000000,-84.30000000000,27.80000000000,-97.10000000000,120,944,TX,4,Nueces County,Texas,TX,48,355,48355,"Nueces, Texas",,,,,,,,,,,,,,
1970,Celia,236,LF1,AL041970,AL041970,10,8,3,2100,21.90000000000,-84.30000000000,27.80000000000,-97.10000000000,120,944,TX,4,San Patricio County,Texas,TX,48,409,48409,"San Patricio, Texas",,,,,,,,,,,,,,
1964,Cleo,224,LF1,AL051964,AL051964,10,8,27,800,13.10000000000,-44.30000000000,25.80000000000,-80.10000000000,95,968,FL,2,Miami-Dade County,Florida,FL,12,086,12086,"Miami-Dade, Florida",,,,,,,,,,,,,,
1975,Eloise,242,LF1,AL131975,AL131975,20,9,23,1200,19.00000000000,-65.60000000000,30.40000000000,-86.30000000000,110,955,FL,3,Bay County,Florida,FL,12,005,12005,"Bay, Florida",,,,,,,,,,,,,,
1975,Eloise,242,LF1,AL131975,AL131975,20,9,23,1200,19.00000000000,-65.60000000000,30.40000000000,-86.30000000000,110,955,FL,3,Okaloosa County,Florida,FL,12,091,12091,"Okaloosa, Florida",,,,,,,,,,,,,,
1975,Eloise,242,LF1,AL131975,AL131975,20,9,23,1200,19.00000000000,-65.60000000000,30.40000000000,-86.30000000000,110,955,FL,3,Walton County,Florida,FL,12,131,12131,"Walton, Florida",,,,,,,,,,,,,,
2020,Laura,0,LF1,AL132020,AL132020,15,13,8,600,17.00000000000,-59.40000000000,29.80000000000,-93.30000000000,130,939,LA,4,Cameron Parish,Louisiana,LA,22,023,22023,"Cameron, Louisiana",,,,,,,,,,,,,,
2018,Michael,0,LF1,AL142018,AL142018,10,14,10,1730,18.80000000000,-86.40000000000,30.00000000000,-85.50000000000,140,919,FL,5,Bay County,Florida,FL,12,005,12005,"Bay, Florida",,,,,,,,,,,,,,
2018,Michael,0,LF1,AL142018,AL142018,10,14,10,1730,18.80000000000,-86.40000000000,30.00000000000,-85.50000000000,140,919,FL,5,Gulf County,Florida,FL,12,045,12045,"Gulf, Florida",,,,,,,,,,,,,,
2018,Florence,0,LF1,AL062018,AL062018,25,9,14,1115,14.30000000000,-26.10000000000,34.20000000000,-77.80000000000,80,956,NC,1,Brunswick County,North Carolina,NC,37,019,37019,"Brunswick, North Carolina",,,,,,,,,,,,,,
2018,Florence,0,LF1,AL062018,AL062018,25,9,14,1115,14.30000000000,-26.10000000000,34.20000000000,-77.80000000000,80,956,NC,1,New Hanover County,North Carolina,NC,37,129,37129,"New Hanover, North Carolina",,,,,,,,,,,,,,
2018,Florence,0,LF1,AL062018,AL062018,25,9,14,1115,14.30000000000,-26.10000000000,34.20000000000,-77.80000000000,80,956,NC,1,Onslow County,North Carolina,NC,37,133,37133,"Onslow, North Carolina",,,,,,,,,,,,,,
2018,Florence,0,LF1,AL062018,AL062018,25,9,14,1115,14.30000000000,-26.10000000000,34.20000000000,-77.80000000000,80,956,NC,1,Pender County,North Carolina,NC,37,141,37141,"Pender, North Carolina",,,,,,,,,,,,,,
2021,Ida,0,LF1,AL092021,AL092021,10,8,29,1655,17.40000000000,-79.50000000000,29.10000000000,-90.20000000000,130,931,LA,4,Jefferson Parish,Louisiana,LA,22,051,22051,"Jefferson, Louisiana",,,,,,,,,,,,,,
2021,Ida,0,LF1,AL092021,AL092021,10,8,29,1655,17.40000000000,-79.50000000000,29.10000000000,-90.20000000000,130,931,LA,4,Lafourche Parish,Louisiana,LA,22,057,22057,"Lafourche, Louisiana",,,,,,,,,,,,,,
2022,Ian,0,LF1,AL092022,AL092022,20,9,28,1905,14.70000000000,-71.70000000000,26.70000000000,-82.20000000000,130,941,FL,4,Charlotte County,Florida,FL,12,015,12015,"Charlotte, Florida",,,,,,,,,,,,,,
2022,Ian,0,LF1,AL092022,AL092022,20,9,28,1905,14.70000000000,-71.70000000000,26.70000000000,-82.20000000000,130,941,FL,4,Lee County,Florida,FL,12,071,12071,"Lee, Florida",,,,,,,,,,,,,,
2022,Ian,0,LF1,AL092022,AL092022,20,9,28,1905,14.70000000000,-71.70000000000,26.70000000000,-82.20000000000,130,941,FL,4,Sarasota County,Florida,FL,12,115,12115,"Sarasota, Florida",,,,,,,,,,,,,,
2020,Sally,0,LF1,AL192020,AL192020,15,9,16,945,0.00000000000,0.00000000000,30.30000000000,-87.70000000000,95,965,"AFL2,AL2",2,Baldwin County,Alabama,AL,01,003,01003,"Baldwin, Alabama",,,,,,,,,,,,,,
2020,Sally,0,LF1,AL192020,AL192020,15,9,16,945,0.00000000000,0.00000000000,30.30000000000,-87.70000000000,95,965,"AFL2,AL2",2,Escambia County,Florida,FL,12,033,12033,"Escambia, Florida",,,,,,,,,,,,,,
2008,Gustav,0,LF1,AL072008,AL072008,25,9,1,1500,0.00000000000,0.00000000000,29.20000000000,-90.70000000000,90,954,LA2,2,Lafourche Parish,Louisiana,LA,22,057,22057,"Lafourche, Louisiana",,,,,,,,,,,,,,
2008,Gustav,0,LF1,AL072008,AL072008,25,9,1,1500,0.00000000000,0.00000000000,29.20000000000,-90.70000000000,90,954,LA2,2,Terrebonne Parish,Louisiana,LA,22,109,22109,"Terrebonne, Louisiana",,,,,,,,,,,,,,
2003,Isabel,0,LF1,AL132003,AL132003,40,9,18,1700,0.00000000000,0.00000000000,34.90000000000,-76.20000000000,0,957,NC2,2,Beaufort County,North Carolina,NC,37,013,37013,"Beaufort, North Carolina",,,,,,,,,,,,,,
2003,Isabel,0,LF1,AL132003,AL132003,40,9,18,1700,0.00000000000,0.00000000000,34.90000000000,-76.20000000000,0,957,NC2,2,Carteret County,North Carolina,NC,37,031,37031,"Carteret, North Carolina",,,,,,,,,,,,,,
2003,Isabel,0,LF1,AL132003,AL132003,40,9,18,1700,0.00000000000,0.00000000000,34.90000000000,-76.20000000000,0,957,NC2,2,Craven County,North Carolina,NC,37,049,37049,"Craven, North Carolina",,,,,,,,,,,,,,
2003,Isabel,0,LF1,AL132003,AL132003,40,9,18,1700,0.00000000000,0.00000000000,34.90000000000,-76.20000000000,0,957,NC2,2,Dare County,North Carolina,NC,37,055,37055,"Dare, North Carolina",,,,,,,,,,,,,,
2003,Isabel,0,LF1,AL132003,AL132003,40,9,18,1700,0.00000000000,0.00000000000,34.90000000000,-76.20000000000,0,957,NC2,2,Hyde County,North Carolina,NC,37,095,37095,"Hyde, North Carolina",,,,,,,,,,,,,,
2003,Isabel,0,LF1,AL132003,AL132003,40,9,18,1700,0.00000000000,0.00000000000,34.90000000000,-76.20000000000,0,957,NC2,2,Pamlico County,North Carolina,NC,37,137,37137,"Pamlico, North Carolina",,,,,,,,,,,,,,
2001,Allison,0,LF1,,,50,0,0,0,0.00000000000,0.00000000000,28.90000000000,-95.30000000000,0,0,Texas,0,Brazoria County,Texas,TX,48,039,48039,"Brazoria, Texas",,,,,,,,,,,,,,
2001,Allison,0,LF1,,,50,0,0,0,0.00000000000,0.00000000000,28.90000000000,-95.30000000000,0,0,Texas,0,Galveston County,Texas,TX,48,167,48167,"Galveston, Texas",,,,,,,,,,,,,,
2001,Allison,0,LF1,,,50,0,0,0,0.00000000000,0.00000000000,28.90000000000,-95.30000000000,0,0,Texas,0,Harris County,Texas,TX,48,201,48201,"Harris, Texas",,,,,,,,,,,,,,
2001,Allison,0,LF1,,,50,0,0,0,0.00000000000,0.00000000000,28.90000000000,-95.30000000000,0,0,Texas,0,Matagorda County,Texas,TX,48,321,48321,"Matagorda, Texas",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
