Year,Storm_Name,Landfall_I,HURDAT_Cod,HURDAT_C_1,RMW,Month,Day,Time_UTC,Formation_,Formation1,Landfall_L,Landfall_1,Landfall_W,Landfall_P,State,SS_Categor,County_Name,STATE_NAME,STATE_ABBR,STATE_FIPS,COUNTY_FIP,FIPS,County_State_Name,,,,,,,,,,,,,,,
1995,Opal,271,AL171995,AL171995,50,10,4,2200,21.1,-88.5,30.3,-87.1,100,942,FL,3,Escambia County,Florida,FL,12,33,12033,"Escambia, Florida",,,,,,,,,,,,,,,
1995,Opal,271,AL171995,AL171995,50,10,4,2200,21.1,-88.5,30.3,-87.1,100,942,FL,3,Okaloosa County,Florida,FL,12,91,12091,"Okaloosa, Florida",,,,,,,,,,,,,,,
1995,Opal,271,AL171995,AL171995,50,10,4,2200,21.1,-88.5,30.3,-87.1,100,942,FL,3,Santa Rosa County,Florida,FL,12,113,12113,"Santa Rosa, Florida",,,,,,,,,,,,,,,
1995,Opal,271,AL171995,AL171995,50,10,4,2200,21.1,-88.5,30.3,-87.1,100,942,FL,3,Walton County,Florida,FL,12,131,12131,"Walton, Florida",,,,,,,,,,,,,,,
1996,Fran,273,AL061996,AL061996,40,9,6,30,14.6,-44.9,33.9,-78,100,954,NC,3,Brunswick County,North Carolina,NC,37,19,37019,"Brunswick, North Carolina",,,,,,,,,,,,,,,
1996,Fran,273,AL061996,AL061996,40,9,6,30,14.6,-44.9,33.9,-78,100,954,NC,3,New Hanover County,North Carolina,NC,37,129,37129,"New Hanover, North Carolina",,,,,,,,,,,,,,,
1996,Fran,273,AL061996,AL061996,40,9,6,30,14.6,-44.9,33.9,-78,100,954,NC,3,Pender County,North Carolina,NC,37,141,37141,"Pender, North Carolina",,,,,,,,,,,,,,,
1996,Fran,273,AL061996,AL061996,40,9,6,30,14.6,-44.9,33.9,-78,100,954,NC,3,Horry County,South Carolina,SC,45,51,45051,"Horry, South Carolina",,,,,,,,,,,,,,,
1999,Floyd,280,AL081999,AL081999,35,9,16,630,15.3,-48.2,33.8,-78,90,956,NC,2,Brunswick County,North Carolina,NC,37,19,37019,"Brunswick, North Carolina",,,,,,,,,,,,,,,
1999,Floyd,280,AL081999,AL081999,35,9,16,630,15.3,-48.2,33.8,-78,90,956,NC,2,New Hanover County,North Carolina,NC,37,129,37129,"New Hanover, North Carolina",,,,,,,,,,,,,,,
1999,Floyd,280,AL081999,AL081999,35,9,16,630,15.3,-48.2,33.8,-78,90,956,NC,2,Horry County,South Carolina,SC,45,51,45051,"Horry, South Carolina",,,,,,,,,,,,,,,
2001,Allison,0,,,50,0,0,0,0,0,28.9,-95.3,0,0,Texas,0,Brazoria County,Texas,TX,48,39,48039,"Brazoria, Texas",,,,,,,,,,,,,,,
2001,Allison,0,,,50,0,0,0,0,0,28.9,-95.3,0,0,Texas,0,Galveston County,Texas,TX,48,167,48167,"Galveston, Texas",,,,,,,,,,,,,,,
2001,Allison,0,,,50,0,0,0,0,0,28.9,-95.3,0,0,Texas,0,Harris County,Texas,TX,48,201,48201,"Harris, Texas",,,,,,,,,,,,,,,
2001,Allison,0,,,50,0,0,0,0,0,28.9,-95.3,0,0,Texas,0,Matagorda County,Texas,TX,48,321,48321,"Matagorda, Texas",,,,,,,,,,,,,,,
2003,Isabel,0,AL132003,AL132003,40,9,18,1700,0,0,34.9,-76.2,0,957,NC2,2,Beaufort County,North Carolina,NC,37,13,37013,"Beaufort, North Carolina",,,,,,,,,,,,,,,
2003,Isabel,0,AL132003,AL132003,40,9,18,1700,0,0,34.9,-76.2,0,957,NC2,2,Carteret County,North Carolina,NC,37,31,37031,"Carteret, North Carolina",,,,,,,,,,,,,,,
2003,Isabel,0,AL132003,AL132003,40,9,18,1700,0,0,34.9,-76.2,0,957,NC2,2,Craven County,North Carolina,NC,37,49,37049,"Craven, North Carolina",,,,,,,,,,,,,,,
2003,Isabel,0,AL132003,AL132003,40,9,18,1700,0,0,34.9,-76.2,0,957,NC2,2,Dare County,North Carolina,NC,37,55,37055,"Dare, North Carolina",,,,,,,,,,,,,,,
2003,Isabel,0,AL132003,AL132003,40,9,18,1700,0,0,34.9,-76.2,0,957,NC2,2,Hyde County,North Carolina,NC,37,95,37095,"Hyde, North Carolina",,,,,,,,,,,,,,,
2003,Isabel,0,AL132003,AL132003,40,9,18,1700,0,0,34.9,-76.2,0,957,NC2,2,Pamlico County,North Carolina,NC,37,137,37137,"Pamlico, North Carolina",,,,,,,,,,,,,,,
2004,Charley_1,285,AL032004_1,AL032004,5,8,13,1945,12.9,-65.3,26.6,-82.2,130,941,FL,4,Lee County,Florida,FL,12,71,12071,"Lee, Florida",,,,,,,,,,,,,,,
2004,Charley_2,286,AL032004_2,AL032004,20,8,14,1400,12.9,-65.3,33,-79.4,70,992,SC,1,Charleston County,South Carolina,SC,45,19,45019,"Charleston, South Carolina",,,,,,,,,,,,,,,
2004,Charley_2,286,AL032004_2,AL032004,20,8,14,1400,12.9,-65.3,33,-79.4,70,992,SC,1,Georgetown County,South Carolina,SC,45,43,45043,"Georgetown, South Carolina",,,,,,,,,,,,,,,
2004,Frances,287,AL062004,AL062004,30,9,5,430,11.5,-39.8,27.2,-80.2,90,960,FL,2,Indian River County,Florida,FL,12,61,12061,"Indian River, Florida",,,,,,,,,,,,,,,
2004,Frances,287,AL062004,AL062004,30,9,5,430,11.5,-39.8,27.2,-80.2,90,960,FL,2,Martin County,Florida,FL,12,85,12085,"Martin, Florida",,,,,,,,,,,,,,,
2004,Frances,287,AL062004,AL062004,30,9,5,430,11.5,-39.8,27.2,-80.2,90,960,FL,2,Palm Beach County,Florida,FL,12,99,12099,"Palm Beach, Florida",,,,,,,,,,,,,,,
2004,Frances,287,AL062004,AL062004,30,9,5,430,11.5,-39.8,27.2,-80.2,90,960,FL,2,St. Lucie County,Florida,FL,12,111,12111,"St. Lucie, Florida",,,,,,,,,,,,,,,
2004,Ivan,289,AL092004,AL092004,25,9,16,650,9.7,-30.3,30.2,-87.9,105,946,AL,3,Baldwin County,Alabama,AL,1,3,1003,"Baldwin, Alabama",,,,,,,,,,,,,,,
2004,Ivan,289,AL092004,AL092004,25,9,16,650,9.7,-30.3,30.2,-87.9,105,946,AL,3,Mobile County,Alabama,AL,1,97,1097,"Mobile, Alabama",,,,,,,,,,,,,,,
2004,Ivan,289,AL092004,AL092004,25,9,16,650,9.7,-30.3,30.2,-87.9,105,946,AL,3,Escambia County,Florida,FL,12,33,12033,"Escambia, Florida",,,,,,,,,,,,,,,
2004,Jeanne,290,AL112004,AL112004,45,9,26,400,16.4,-62.6,27.2,-80.2,105,950,FL,3,Indian River County,Florida,FL,12,61,12061,"Indian River, Florida",,,,,,,,,,,,,,,
2004,Jeanne,290,AL112004,AL112004,45,9,26,400,16.4,-62.6,27.2,-80.2,105,950,FL,3,Martin County,Florida,FL,12,85,12085,"Martin, Florida",,,,,,,,,,,,,,,
2004,Jeanne,290,AL112004,AL112004,45,9,26,400,16.4,-62.6,27.2,-80.2,105,950,FL,3,Palm Beach County,Florida,FL,12,99,12099,"Palm Beach, Florida",,,,,,,,,,,,,,,
2004,Jeanne,290,AL112004,AL112004,45,9,26,400,16.4,-62.6,27.2,-80.2,105,950,FL,3,St. Lucie County,Florida,FL,12,111,12111,"St. Lucie, Florida",,,,,,,,,,,,,,,
2005,Katrina_1,293,AL122005_1,AL122005,15,8,25,2230,24.5,-76.5,26,-80.1,70,984,FL,1,Broward County,Florida,FL,12,11,12011,"Broward, Florida",,,,,,,,,,,,,,,
2005,Katrina_1,293,AL122005_1,AL122005,15,8,25,2230,24.5,-76.5,26,-80.1,70,984,FL,1,Miami-Dade County,Florida,FL,12,86,12086,"Miami-Dade, Florida",,,,,,,,,,,,,,,
2005,Katrina_2,294,AL122005_2,AL122005,20,8,29,1110,24.5,-76.5,29.3,-89.6,110,920,LA,3,Jefferson Parish,Louisiana,LA,22,51,22051,"Jefferson, Louisiana",,,,,,,,,,,,,,,
2005,Katrina_2,294,AL122005_2,AL122005,20,8,29,1110,24.5,-76.5,29.3,-89.6,110,920,LA,3,Plaquemines Parish,Louisiana,LA,22,75,22075,"Plaquemines, Louisiana",,,,,,,,,,,,,,,
2005,Rita,295,AL182005,AL182005,20,9,24,740,22.2,-72.3,29.7,-93.7,100,937,LA,3,Cameron Parish,Louisiana,LA,22,23,22023,"Cameron, Louisiana",,,,,,,,,,,,,,,
2005,Rita,295,AL182005,AL182005,20,9,24,740,22.2,-72.3,29.7,-93.7,100,937,LA,3,Jefferson County,Texas,TX,48,245,48245,"Jefferson, Texas",,,,,,,,,,,,,,,
2005,Wilma,296,AL252005,AL252005,25,10,24,1030,16.9,-79.6,25.9,-81.7,105,950,FL,3,Collier County,Florida,FL,12,21,12021,"Collier, Florida",,,,,,,,,,,,,,,
2005,Wilma,296,AL252005,AL252005,25,10,24,1030,16.9,-79.6,25.9,-81.7,105,950,FL,3,Monroe County,Florida,FL,12,87,12087,"Monroe, Florida",,,,,,,,,,,,,,,
2008,Gustav,0,AL072008,AL072008,25,9,1,1500,0,0,29.2,-90.7,90,954,LA2,2,Lafourche Parish,Louisiana,LA,22,57,22057,"Lafourche, Louisiana",,,,,,,,,,,,,,,
2008,Gustav,0,AL072008,AL072008,25,9,1,1500,0,0,29.2,-90.7,90,954,LA2,2,Terrebonne Parish,Louisiana,LA,22,109,22109,"Terrebonne, Louisiana",,,,,,,,,,,,,,,
2008,Ike,300,AL092008,AL092008,30,9,13,700,17.3,-38.4,29.3,-94.7,95,950,TX,2,Brazoria County,Texas,TX,48,39,48039,"Brazoria, Texas",,,,,,,,,,,,,,,
2008,Ike,300,AL092008,AL092008,30,9,13,700,17.3,-38.4,29.3,-94.7,95,950,TX,2,Chambers County,Texas,TX,48,71,48071,"Chambers, Texas",,,,,,,,,,,,,,,
2008,Ike,300,AL092008,AL092008,30,9,13,700,17.3,-38.4,29.3,-94.7,95,950,TX,2,Galveston County,Texas,TX,48,167,48167,"Galveston, Texas",,,,,,,,,,,,,,,
2008,Ike,300,AL092008,AL092008,30,9,13,700,17.3,-38.4,29.3,-94.7,95,950,TX,2,Harris County,Texas,TX,48,201,48201,"Harris, Texas",,,,,,,,,,,,,,,
2008,Ike,300,AL092008,AL092008,30,9,13,700,17.3,-38.4,29.3,-94.7,95,950,TX,2,Jefferson County,Texas,TX,48,245,48245,"Jefferson, Texas",,,,,,,,,,,,,,,
2011,Irene,301,AL092011,AL092011,45,8,27,1200,15,-59,34.7,-76.6,75,952,NC,1,Beaufort County,North Carolina,NC,37,13,37013,"Beaufort, North Carolina",,,,,,,,,,,,,,,
2011,Irene,301,AL092011,AL092011,45,8,27,1200,15,-59,34.7,-76.6,75,952,NC,1,Carteret County,North Carolina,NC,37,31,37031,"Carteret, North Carolina",,,,,,,,,,,,,,,
2011,Irene,301,AL092011,AL092011,45,8,27,1200,15,-59,34.7,-76.6,75,952,NC,1,Craven County,North Carolina,NC,37,49,37049,"Craven, North Carolina",,,,,,,,,,,,,,,
2011,Irene,301,AL092011,AL092011,45,8,27,1200,15,-59,34.7,-76.6,75,952,NC,1,Onslow County,North Carolina,NC,37,133,37133,"Onslow, North Carolina",,,,,,,,,,,,,,,
2011,Irene,301,AL092011,AL092011,45,8,27,1200,15,-59,34.7,-76.6,75,952,NC,1,Pamlico County,North Carolina,NC,37,137,37137,"Pamlico, North Carolina",,,,,,,,,,,,,,,
2012,Sandy,0,AL182012,AL182012,80,10,29,2330,12.7,-78.7,39.4,-74.4,70,945,NJ,1,Kent County,Delaware,DE,10,1,10001,"Kent, Delaware",,,,,,,,,,,,,,,
2012,Sandy,0,AL182012,AL182012,80,10,29,2330,12.7,-78.7,39.4,-74.4,70,945,NJ,1,New Castle County,Delaware,DE,10,3,10003,"New Castle, Delaware",,,,,,,,,,,,,,,
2012,Sandy,0,AL182012,AL182012,80,10,29,2330,12.7,-78.7,39.4,-74.4,70,945,NJ,1,Sussex County,Delaware,DE,10,5,10005,"Sussex, Delaware",,,,,,,,,,,,,,,
2012,Sandy,0,AL182012,AL182012,80,10,29,2330,12.7,-78.7,39.4,-74.4,70,945,NJ,1,Atlantic County,New Jersey,NJ,34,1,34001,"Atlantic, New Jersey",,,,,,,,,,,,,,,
2012,Sandy,0,AL182012,AL182012,80,10,29,2330,12.7,-78.7,39.4,-74.4,70,945,NJ,1,Cape May County,New Jersey,NJ,34,9,34009,"Cape May, New Jersey",,,,,,,,,,,,,,,
2012,Sandy,0,AL182012,AL182012,80,10,29,2330,12.7,-78.7,39.4,-74.4,70,945,NJ,1,Cumberland County,New Jersey,NJ,34,11,34011,"Cumberland, New Jersey",,,,,,,,,,,,,,,
2012,Sandy,0,AL182012,AL182012,80,10,29,2330,12.7,-78.7,39.4,-74.4,70,945,NJ,1,Middlesex County,New Jersey,NJ,34,23,34023,"Middlesex, New Jersey",,,,,,,,,,,,,,,
2012,Sandy,0,AL182012,AL182012,80,10,29,2330,12.7,-78.7,39.4,-74.4,70,945,NJ,1,Monmouth County,New Jersey,NJ,34,25,34025,"Monmouth, New Jersey",,,,,,,,,,,,,,,
2012,Sandy,0,AL182012,AL182012,80,10,29,2330,12.7,-78.7,39.4,-74.4,70,945,NJ,1,Ocean County,New Jersey,NJ,34,29,34029,"Ocean, New Jersey",,,,,,,,,,,,,,,
2012,Sandy,0,AL182012,AL182012,80,10,29,2330,12.7,-78.7,39.4,-74.4,70,945,NJ,1,Salem County,New Jersey,NJ,34,33,34033,"Salem, New Jersey",,,,,,,,,,,,,,,
2016,Matthew,305,AL142016,AL142016,25,10,8,1500,13.4,-59.8,33,-79.5,75,963,SC,1,Charleston County,South Carolina,SC,45,19,45019,"Charleston, South Carolina",,,,,,,,,,,,,,,
2016,Matthew,305,AL142016,AL142016,25,10,8,1500,13.4,-59.8,33,-79.5,75,963,SC,1,Georgetown County,South Carolina,SC,45,43,45043,"Georgetown, South Carolina",,,,,,,,,,,,,,,
2017,Harvey,306,AL092017,AL092017,10,8,26,300,13,-55,28,-96.9,115,937,TX,4,Aransas County,Texas,TX,48,7,48007,"Aransas, Texas",,,,,,,,,,,,,,,
2017,Harvey,306,AL092017,AL092017,10,8,26,300,13,-55,28,-96.9,115,937,TX,4,Calhoun County,Texas,TX,48,57,48057,"Calhoun, Texas",,,,,,,,,,,,,,,
2017,Irma_1,307,AL112017_1,AL112017,10,9,10,1300,16.2,-28.3,24.7,-81.5,115,931,FL,4,Monroe County,Florida,FL,12,87,12087,"Monroe, Florida",,,,,,,,,,,,,,,
2017,Irma_2,0,AL112017_2,AL112017,15,9,10,1930,16.2,-28.3,25.9,-81.7,100,936,FL,3,Collier County,Florida,FL,12,21,12021,"Collier, Florida",,,,,,,,,,,,,,,
2018,Florence,0,AL062018,AL062018,25,9,14,1115,14.3,-26.1,34.2,-77.8,80,956,NC,1,Brunswick County,North Carolina,NC,37,19,37019,"Brunswick, North Carolina",,,,,,,,,,,,,,,
2018,Florence,0,AL062018,AL062018,25,9,14,1115,14.3,-26.1,34.2,-77.8,80,956,NC,1,New Hanover County,North Carolina,NC,37,129,37129,"New Hanover, North Carolina",,,,,,,,,,,,,,,
2018,Florence,0,AL062018,AL062018,25,9,14,1115,14.3,-26.1,34.2,-77.8,80,956,NC,1,Onslow County,North Carolina,NC,37,133,37133,"Onslow, North Carolina",,,,,,,,,,,,,,,
2018,Florence,0,AL062018,AL062018,25,9,14,1115,14.3,-26.1,34.2,-77.8,80,956,NC,1,Pender County,North Carolina,NC,37,141,37141,"Pender, North Carolina",,,,,,,,,,,,,,,
2018,Michael,0,AL142018,AL142018,10,14,10,1730,18.8,-86.4,30,-85.5,140,919,FL,5,Bay County,Florida,FL,12,5,12005,"Bay, Florida",,,,,,,,,,,,,,,
2018,Michael,0,AL142018,AL142018,10,14,10,1730,18.8,-86.4,30,-85.5,140,919,FL,5,Gulf County,Florida,FL,12,45,12045,"Gulf, Florida",,,,,,,,,,,,,,,
2020,Laura,0,AL132020,AL132020,15,13,8,600,17,-59.4,29.8,-93.3,130,939,LA,4,Cameron Parish,Louisiana,LA,22,23,22023,"Cameron, Louisiana",,,,,,,,,,,,,,,
2020,Sally,0,AL192020,AL192020,15,9,16,945,0,0,30.3,-87.7,95,965,"AFL2,AL2",2,Baldwin County,Alabama,AL,1,3,1003,"Baldwin, Alabama",,,,,,,,,,,,,,,
2020,Sally,0,AL192020,AL192020,15,9,16,945,0,0,30.3,-87.7,95,965,"AFL2,AL2",2,Escambia County,Florida,FL,12,33,12033,"Escambia, Florida",,,,,,,,,,,,,,,
2021,Ida,0,AL092021,AL092021,10,8,29,1655,17.4,-79.5,29.1,-90.2,130,931,LA,4,Jefferson Parish,Louisiana,LA,22,51,22051,"Jefferson, Louisiana",,,,,,,,,,,,,,,
2021,Ida,0,AL092021,AL092021,10,8,29,1655,17.4,-79.5,29.1,-90.2,130,931,LA,4,Lafourche Parish,Louisiana,LA,22,57,22057,"Lafourche, Louisiana",,,,,,,,,,,,,,,
2022,Ian,0,AL092022,AL092022,20,9,28,1905,14.7,-71.7,26.7,-82.2,130,941,FL,4,Charlotte County,Florida,FL,12,15,12015,"Charlotte, Florida",,,,,,,,,,,,,,,
2022,Ian,0,AL092022,AL092022,20,9,28,1905,14.7,-71.7,26.7,-82.2,130,941,FL,4,Lee County,Florida,FL,12,71,12071,"Lee, Florida",,,,,,,,,,,,,,,
2022,Ian,0,AL092022,AL092022,20,9,28,1905,14.7,-71.7,26.7,-82.2,130,941,FL,4,Sarasota County,Florida,FL,12,115,12115,"Sarasota, Florida",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
